Country,Year,Life Expectancy,Total Spending,Spending Type,Amount USD,percent,Numeric code
Latvia,2018,74.9,1867.283,Private Voluntary Spending,17.548,0.94,428
Latvia,2019,75.5,2039.219,Private Voluntary Spending,72.946,3.58,428
Latvia,2010,73.0,1076.692,Out of Pocket Spending,400.375,37.19,428
Latvia,2011,73.7,1077.559,Out of Pocket Spending,369.568,34.3,428
Latvia,2012,73.9,1156.185,Out of Pocket Spending,437.309,37.82,428
Latvia,2013,74.1,1229.697,Out of Pocket Spending,473.083,38.47,428
Latvia,2014,74.3,1286.483,Out of Pocket Spending,503.092,39.11,428
Latvia,2015,74.6,1404.653,Out of Pocket Spending,568.24,40.45,428
Latvia,2016,74.7,1613.803,Out of Pocket Spending,699.147,43.32,428
Latvia,2017,74.8,1676.414,Out of Pocket Spending,700.545,41.79,428
Latvia,2018,74.9,1867.283,Out of Pocket Spending,731.595,39.18,428
Latvia,2019,75.5,2039.219,Out of Pocket Spending,725.878,35.6,428
Lithuania,2010,73.3,1372.381,Government Spending,984.168,71.71,440
Lithuania,2011,73.7,1484.751,Government Spending,1054.087,70.99,440
Lithuania,2012,74.0,1567.998,Government Spending,1055.623,67.32,440
Lithuania,2013,74.1,1662.584,Government Spending,1101.451,66.25,440
Lithuania,2014,74.7,1781.68,Government Spending,1203.716,67.56,440
Lithuania,2015,74.5,1917.088,Government Spending,1287.129,67.14,440
Lithuania,2016,74.8,2097.796,Government Spending,1397.047,66.6,440
Lithuania,2017,75.6,2230.967,Government Spending,1475.486,66.14,440
Lithuania,2018,75.8,2414.809,Government Spending,1622.141,67.17,440
Lithuania,2019,76.4,2727.189,Government Spending,1810.376,66.38,440
Lithuania,2020,75.1,2940.665,Government Spending,1952.087,66.38,440
Lithuania,2010,73.3,1372.381,Private Voluntary Spending,8.599,0.63,440
Lithuania,2011,73.7,1484.751,Private Voluntary Spending,10.326,0.7,440
Lithuania,2012,74.0,1567.998,Private Voluntary Spending,12.853,0.82,440
Lithuania,2013,74.1,1662.584,Private Voluntary Spending,14.767,0.89,440
Lithuania,2014,74.7,1781.68,Private Voluntary Spending,15.942,0.89,440
Lithuania,2015,74.5,1917.088,Private Voluntary Spending,18.379,0.96,440
Lithuania,2016,74.8,2097.796,Private Voluntary Spending,22.454,1.07,440
Lithuania,2017,75.6,2230.967,Private Voluntary Spending,26.677,1.2,440
Lithuania,2018,75.8,2414.809,Private Voluntary Spending,31.06,1.29,440
Lithuania,2019,76.4,2727.189,Private Voluntary Spending,36.114,1.32,440
Lithuania,2020,75.1,2940.665,Private Voluntary Spending,38.941,1.32,440
Lithuania,2010,73.3,1372.381,Out of Pocket Spending,378.625,27.59,440
Lithuania,2011,73.7,1484.751,Out of Pocket Spending,419.025,28.22,440
Lithuania,2012,74.0,1567.998,Out of Pocket Spending,498.637,31.8,440
Lithuania,2013,74.1,1662.584,Out of Pocket Spending,545.662,32.82,440
Lithuania,2014,74.7,1781.68,Out of Pocket Spending,561.094,31.49,440
Lithuania,2015,74.5,1917.088,Out of Pocket Spending,610.378,31.84,440
Lithuania,2016,74.8,2097.796,Out of Pocket Spending,677.951,32.32,440
Lithuania,2017,75.6,2230.967,Out of Pocket Spending,728.292,32.64,440
Lithuania,2018,75.8,2414.809,Out of Pocket Spending,761.044,31.52,440
Lithuania,2019,76.4,2727.189,Out of Pocket Spending,880.072,32.27,440
Lithuania,2020,75.1,2940.665,Out of Pocket Spending,948.962,32.27,440
Luxembourg,2010,80.7,5627.817,Government Spending,4778.819,84.91,442
Luxembourg,2011,81.1,4830.489,Government Spending,4016.882,83.16,442
Luxembourg,2012,81.5,4424.47,Government Spending,3665.639,82.85,442
Luxembourg,2013,81.9,4636.665,Government Spending,3852.67,83.09,442
Luxembourg,2014,82.3,4707.027,Government Spending,3929.256,83.48,442
Luxembourg,2015,82.4,4692.344,Government Spending,3925.564,83.66,442
Luxembourg,2016,82.8,4864.255,Government Spending,4066.893,83.61,442
Luxembourg,2017,82.2,4988.997,Government Spending,4188.382,83.95,442
Luxembourg,2018,82.4,5220.868,Government Spending,4389.511,84.08,442
Luxembourg,2019,82.7,5414.482,Government Spending,4600.024,84.96,442
Luxembourg,2010,80.7,5627.817,Private Voluntary Spending,273.091,4.85,442
Luxembourg,2011,81.1,4830.489,Private Voluntary Spending,288.019,5.96,442
Luxembourg,2012,81.5,4424.47,Private Voluntary Spending,183.821,4.15,442
Luxembourg,2013,81.9,4636.665,Private Voluntary Spending,196.894,4.25,442
Luxembourg,2014,82.3,4707.027,Private Voluntary Spending,190.808,4.05,442
Luxembourg,2015,82.4,4692.344,Private Voluntary Spending,199.028,4.24,442
Luxembourg,2016,82.8,4864.255,Private Voluntary Spending,210.516,4.33,442
Luxembourg,2017,82.2,4988.997,Private Voluntary Spending,199.866,4.01,442
Luxembourg,2018,82.4,5220.868,Private Voluntary Spending,212.788,4.08,442
Luxembourg,2019,82.7,5414.482,Private Voluntary Spending,223.15,4.12,442
Luxembourg,2010,80.7,5627.817,Out of Pocket Spending,575.907,10.23,442
Luxembourg,2011,81.1,4830.489,Out of Pocket Spending,525.588,10.88,442
Luxembourg,2012,81.5,4424.47,Out of Pocket Spending,507.469,11.47,442
Luxembourg,2013,81.9,4636.665,Out of Pocket Spending,519.275,11.2,442
Luxembourg,2014,82.3,4707.027,Out of Pocket Spending,521.186,11.07,442
Luxembourg,2015,82.4,4692.344,Out of Pocket Spending,502.789,10.72,442
Luxembourg,2016,82.8,4864.255,Out of Pocket Spending,522.636,10.74,442
Luxembourg,2017,82.2,4988.997,Out of Pocket Spending,531.889,10.66,442
Luxembourg,2018,82.4,5220.868,Out of Pocket Spending,544.834,10.44,442
Luxembourg,2019,82.7,5414.482,Out of Pocket Spending,519.209,9.59,442
Mexico,2010,74.8,894.224,Government Spending,449.068,50.22,484
Mexico,2011,74.9,912.027,Government Spending,481.586,52.8,484
Mexico,2012,75.0,973.451,Government Spending,516.728,53.08,484
Mexico,2013,75.0,1002.571,Government Spending,538.893,53.75,484
Mexico,2014,74.9,989.558,Government Spending,515.378,52.08,484
Mexico,2015,74.7,1062.591,Government Spending,554.683,52.2,484
Mexico,2016,74.8,1102.809,Government Spending,565.518,51.28,484
Mexico,2017,74.9,1099.647,Government Spending,555.711,50.54,484
Mexico,2018,75.0,1116.032,Government Spending,554.384,49.67,484
Mexico,2019,75.1,1132.966,Government Spending,558.64,49.31,484
Mexico,2020,75.13,1197.652,Government Spending,606.546,50.64,484
Mexico,2010,74.8,894.224,Private Voluntary Spending,56.09,6.27,484
Mexico,2011,74.9,912.027,Private Voluntary Spending,58.934,6.46,484
Mexico,2012,75.0,973.451,Private Voluntary Spending,61.098,6.28,484
Mexico,2013,75.0,1002.571,Private Voluntary Spending,63.861,6.37,484
Mexico,2014,74.9,989.558,Private Voluntary Spending,69.727,7.05,484
Mexico,2015,74.7,1062.591,Private Voluntary Spending,71.781,6.76,484
Mexico,2016,74.8,1102.809,Private Voluntary Spending,81.035,7.35,484
Mexico,2017,74.9,1099.647,Private Voluntary Spending,84.412,7.68,484
Mexico,2018,75.0,1116.032,Private Voluntary Spending,90.046,8.07,484
Mexico,2019,75.1,1132.966,Private Voluntary Spending,97.097,8.57,484
Mexico,2020,75.13,1197.652,Private Voluntary Spending,103.994,8.68,484
Mexico,2010,74.8,894.224,Out of Pocket Spending,389.066,43.51,484
Mexico,2011,74.9,912.027,Out of Pocket Spending,371.507,40.73,484
Mexico,2012,75.0,973.451,Out of Pocket Spending,395.624,40.64,484
Mexico,2013,75.0,1002.571,Out of Pocket Spending,399.816,39.88,484
Mexico,2014,74.9,989.558,Out of Pocket Spending,404.452,40.87,484
Mexico,2015,74.7,1062.591,Out of Pocket Spending,436.127,41.04,484
Mexico,2016,74.8,1102.809,Out of Pocket Spending,456.257,41.37,484
Mexico,2017,74.9,1099.647,Out of Pocket Spending,459.525,41.79,484
Mexico,2018,75.0,1116.032,Out of Pocket Spending,471.602,42.26,484
Mexico,2019,75.1,1132.966,Out of Pocket Spending,477.229,42.12,484
Mexico,2020,75.13,1197.652,Out of Pocket Spending,487.112,40.67,484
Netherlands,2010,81.0,4476.729,Government Spending,3732.521,83.38,528
Netherlands,2011,81.3,4567.358,Government Spending,3775.509,82.66,528
Netherlands,2012,81.2,4782.367,Government Spending,3926.867,82.11,528
Netherlands,2013,81.4,4923.878,Government Spending,3995.571,81.15,528
Netherlands,2014,81.8,4934.582,Government Spending,4000.949,81.08,528
Netherlands,2015,81.6,4927.104,Government Spending,4009.688,81.38,528
Netherlands,2016,81.6,5095.837,Government Spending,4137.232,81.19,528
Netherlands,2017,81.8,5253.773,Government Spending,4291.724,81.69,528
Netherlands,2018,81.9,5538.095,Government Spending,4547.308,82.11,528
Netherlands,2019,82.2,5739.201,Government Spending,4742.984,82.64,528
Netherlands,2020,81.5,6298.506,Government Spending,5325.465,84.55,528
Netherlands,2010,81.0,4476.729,Private Voluntary Spending,337.029,7.53,528
Netherlands,2011,81.3,4567.358,Private Voluntary Spending,358.755,7.85,528
Netherlands,2012,81.2,4782.367,Private Voluntary Spending,372.932,7.8,528
Netherlands,2013,81.4,4923.878,Private Voluntary Spending,360.354,7.32,528
Netherlands,2014,81.8,4934.582,Private Voluntary Spending,361.86,7.33,528
Netherlands,2015,81.6,4927.104,Private Voluntary Spending,361.254,7.33,528
Netherlands,2016,81.6,5095.837,Private Voluntary Spending,384.015,7.54,528
Netherlands,2017,81.8,5253.773,Private Voluntary Spending,381.566,7.26,528
Netherlands,2018,81.9,5538.095,Private Voluntary Spending,392.934,7.1,528
Netherlands,2019,82.2,5739.201,Private Voluntary Spending,389.163,6.78,528
Netherlands,2020,81.5,6298.506,Private Voluntary Spending,376.323,5.97,528
Netherlands,2010,81.0,4476.729,Out of Pocket Spending,407.179,9.1,528
Netherlands,2011,81.3,4567.358,Out of Pocket Spending,433.094,9.48,528
Netherlands,2012,81.2,4782.367,Out of Pocket Spending,482.567,10.09,528
Netherlands,2013,81.4,4923.878,Out of Pocket Spending,567.952,11.53,528
Netherlands,2014,81.8,4934.582,Out of Pocket Spending,571.774,11.59,528
Netherlands,2015,81.6,4927.104,Out of Pocket Spending,556.094,11.29,528
Netherlands,2016,81.6,5095.837,Out of Pocket Spending,574.59,11.28,528
Netherlands,2017,81.8,5253.773,Out of Pocket Spending,580.482,11.05,528
Netherlands,2018,81.9,5538.095,Out of Pocket Spending,597.853,10.8,528
Netherlands,2019,82.2,5739.201,Out of Pocket Spending,607.053,10.58,528
Netherlands,2020,81.5,6298.506,Out of Pocket Spending,596.718,9.47,528
New Zealand,2010,80.8,3044.818,Government Spending,2471.548,81.17,554
New Zealand,2011,81.0,3132.309,Government Spending,2533.393,80.88,554
New Zealand,2012,81.2,3240.034,Government Spending,2608.175,80.5,554
New Zealand,2013,81.4,3388.248,Government Spending,2712.358,80.05,554
New Zealand,2014,81.5,3490.835,Government Spending,2777.442,79.56,554
New Zealand,2015,81.7,3500.719,Government Spending,2765.196,78.99,554
New Zealand,2016,81.7,3732.589,Government Spending,2935.828,78.65,554
New Zealand,2017,81.9,3842.325,Government Spending,3019.577,78.59,554
New Zealand,2018,81.8,4058.746,Government Spending,3215.482,79.22,554
New Zealand,2019,82.1,4211.854,Government Spending,3355.183,79.66,554
New Zealand,2010,80.8,3044.818,Private Voluntary Spending,209.168,6.87,554
New Zealand,2011,81.0,3132.309,Private Voluntary Spending,219.944,7.02,554
New Zealand,2012,81.2,3240.034,Private Voluntary Spending,234.46,7.24,554
New Zealand,2013,81.4,3388.248,Private Voluntary Spending,256.725,7.58,554
New Zealand,2014,81.5,3490.835,Private Voluntary Spending,264.805,7.59,554
New Zealand,2015,81.7,3500.719,Private Voluntary Spending,267.664,7.65,554
New Zealand,2016,81.7,3732.589,Private Voluntary Spending,290.04,7.77,554
New Zealand,2017,81.9,3842.325,Private Voluntary Spending,301.073,7.84,554
New Zealand,2018,81.8,4058.746,Private Voluntary Spending,319.211,7.86,554
New Zealand,2019,82.1,4211.854,Private Voluntary Spending,316.6452177,7.52,554
New Zealand,2010,80.8,3044.818,Out of Pocket Spending,364.103,11.96,554
New Zealand,2011,81.0,3132.309,Out of Pocket Spending,378.971,12.1,554
New Zealand,2012,81.2,3240.034,Out of Pocket Spending,397.398,12.27,554
New Zealand,2013,81.4,3388.248,Out of Pocket Spending,419.166,12.37,554
New Zealand,2014,81.5,3490.835,Out of Pocket Spending,448.587,12.85,554
New Zealand,2015,81.7,3500.719,Out of Pocket Spending,467.859,13.36,554
New Zealand,2016,81.7,3732.589,Out of Pocket Spending,506.721,13.58,554
New Zealand,2017,81.9,3842.325,Out of Pocket Spending,521.675,13.58,554
New Zealand,2018,81.8,4058.746,Out of Pocket Spending,524.053,12.91,554
New Zealand,2019,82.1,4211.854,Out of Pocket Spending,540.0257823,12.82,554
Norway,2010,81.2,4779.455,Government Spending,4047.269,84.68,578
Norway,2011,81.4,4965.182,Government Spending,4191.759,84.42,578
Norway,2012,81.5,5209.58,Government Spending,4415.391,84.76,578
Norway,2013,81.8,5485.877,Government Spending,4664.254,85.02,578
Norway,2014,82.2,5707.38,Government Spending,4867.763,85.29,578
Norway,2015,82.4,5726.873,Government Spending,4897.313,85.51,578
Norway,2016,82.5,5904.221,Government Spending,5040.991,85.38,578
Norway,2017,82.7,6234.377,Government Spending,5306.743,85.12,578
Norway,2018,82.8,6536.761,Government Spending,5602.233,85.7,578
Norway,2019,83.0,6744.623,Government Spending,5788.239,85.82,578
Norway,2020,83.3,6748.433,Government Spending,5803.156,85.99,578
Norway,2010,81.2,4779.455,Private Voluntary Spending,10.603,0.22,578
Norway,2011,81.4,4965.182,Private Voluntary Spending,18.227,0.37,578
Norway,2012,81.5,5209.58,Private Voluntary Spending,23.167,0.44,578
Norway,2013,81.8,5485.877,Private Voluntary Spending,21.004,0.38,578
Norway,2014,82.2,5707.38,Private Voluntary Spending,18.979,0.33,578
Norway,2015,82.4,5726.873,Private Voluntary Spending,19.622,0.34,578
Norway,2016,82.5,5904.221,Private Voluntary Spending,20.638,0.35,578
Norway,2017,82.7,6234.377,Private Voluntary Spending,22.906,0.37,578
Norway,2018,82.8,6536.761,Private Voluntary Spending,21.432,0.33,578
Norway,2019,83.0,6744.623,Private Voluntary Spending,21.593,0.32,578
Norway,2020,83.3,6748.433,Private Voluntary Spending,22.74,0.34,578
Norway,2010,81.2,4779.455,Out of Pocket Spending,719.139,15.05,578
Norway,2011,81.4,4965.182,Out of Pocket Spending,755.196,15.21,578
Norway,2012,81.5,5209.58,Out of Pocket Spending,771.022,14.8,578
Norway,2013,81.8,5485.877,Out of Pocket Spending,800.62,14.59,578
Norway,2014,82.2,5707.38,Out of Pocket Spending,820.637,14.38,578
Norway,2015,82.4,5726.873,Out of Pocket Spending,809.939,14.14,578
Norway,2016,82.5,5904.221,Out of Pocket Spending,842.591,14.27,578
Norway,2017,82.7,6234.377,Out of Pocket Spending,904.728,14.51,578
Norway,2018,82.8,6536.761,Out of Pocket Spending,913.096,13.97,578
Norway,2019,83.0,6744.623,Out of Pocket Spending,934.791,13.86,578
Norway,2020,83.3,6748.433,Out of Pocket Spending,922.537,13.67,578
Poland,2010,76.5,1424.099,Government Spending,1020.788,71.68,616
Poland,2011,76.8,1496.615,Government Spending,1060.691,70.87,616
Poland,2012,76.9,1578.6,Government Spending,1105.667,70.04,616
Poland,2013,77.1,1670.783,Government Spending,1180.534,70.66,616
Poland,2014,77.7,1687.056,Government Spending,1192.056,70.66,616
Poland,2015,77.6,1818.883,Government Spending,1268.563,69.74,616
Poland,2016,78.0,1959.094,Government Spending,1358.063,69.32,616
Poland,2017,77.9,2062.735,Government Spending,1429.225,69.29,616
Poland,2018,77.7,2122.841,Government Spending,1517.709,71.49,616
Poland,2019,78.0,2289.309,Government Spending,1643.195,71.78,616
Poland,2020,76.7,2546.964,Government Spending,1867.556,73.32,616
Poland,2010,76.5,1424.099,Private Voluntary Spending,65.598,4.61,616
Poland,2011,76.8,1496.615,Private Voluntary Spending,77.413,5.17,616
Poland,2012,76.9,1578.6,Private Voluntary Spending,89.901,5.69,616
Poland,2013,77.1,1670.783,Private Voluntary Spending,95.186,5.7,616
Poland,2014,77.7,1687.056,Private Voluntary Spending,104.858,6.22,616
Poland,2015,77.6,1818.883,Private Voluntary Spending,131.296,7.22,616
Poland,2016,78.0,1959.094,Private Voluntary Spending,153.992,7.86,616
Poland,2017,77.9,2062.735,Private Voluntary Spending,164.517,7.98,616
Poland,2018,77.7,2122.841,Private Voluntary Spending,171.64,8.09,616
Poland,2019,78.0,2289.309,Private Voluntary Spending,186.174,8.13,616
Poland,2020,76.7,2546.964,Private Voluntary Spending,183.799,7.22,616
Poland,2010,76.5,1424.099,Out of Pocket Spending,337.713,23.71,616
Poland,2011,76.8,1496.615,Out of Pocket Spending,358.511,23.95,616
Poland,2012,76.9,1578.6,Out of Pocket Spending,383.032,24.26,616
Poland,2013,77.1,1670.783,Out of Pocket Spending,395.064,23.65,616
Poland,2014,77.7,1687.056,Out of Pocket Spending,390.141,23.13,616
Poland,2015,77.6,1818.883,Out of Pocket Spending,419.024,23.04,616
Poland,2016,78.0,1959.094,Out of Pocket Spending,447.039,22.82,616
Poland,2017,77.9,2062.735,Out of Pocket Spending,468.992,22.74,616
Poland,2018,77.7,2122.841,Out of Pocket Spending,433.491,20.42,616
Poland,2019,78.0,2289.309,Out of Pocket Spending,459.94,20.09,616
Poland,2020,76.7,2546.964,Out of Pocket Spending,495.609,19.46,616
Portugal,2010,80.0,2581.404,Government Spending,1718.277,66.56,620
Portugal,2011,80.6,2457.491,Government Spending,1586.497,64.56,620
Portugal,2012,80.5,2420.857,Government Spending,1484.834,61.34,620
Portugal,2013,80.8,2504.16,Government Spending,1561.228,62.35,620
Portugal,2014,81.2,2537.592,Government Spending,1568.238,61.8,620
Portugal,2015,81.2,2635.56,Government Spending,1626.925,61.73,620
Portugal,2016,81.2,2815.178,Government Spending,1735.938,61.66,620
Portugal,2017,81.5,2906.395,Government Spending,1779.633,61.23,620
Portugal,2018,81.4,3152.797,Government Spending,1930.387,61.23,620
Portugal,2019,81.8,3347.429,Government Spending,2041.139,60.98,620
Portugal,2020,81.1,3308.319,Government Spending,2154.115,65.11,620
Portugal,2010,80.0,2581.404,Private Voluntary Spending,225.31,8.73,620
Portugal,2011,80.6,2457.491,Private Voluntary Spending,215.967,8.79,620
Portugal,2012,80.5,2420.857,Private Voluntary Spending,219.853,9.08,620
Portugal,2013,80.8,2504.16,Private Voluntary Spending,221.89,8.86,620
Portugal,2014,81.2,2537.592,Private Voluntary Spending,224.958,8.87,620
Portugal,2015,81.2,2635.56,Private Voluntary Spending,230.222,8.74,620
Portugal,2016,81.2,2815.178,Private Voluntary Spending,250.683,8.9,620
Portugal,2017,81.5,2906.395,Private Voluntary Spending,263.901,9.08,620
Portugal,2018,81.4,3152.797,Private Voluntary Spending,279.176,8.85,620
Portugal,2019,81.8,3347.429,Private Voluntary Spending,286.906,8.57,620
Portugal,2020,81.1,3308.319,Private Voluntary Spending,279.622,8.45,620
Portugal,2010,80.0,2581.404,Out of Pocket Spending,637.817,24.71,620
Portugal,2011,80.6,2457.491,Out of Pocket Spending,655.027,26.65,620
Portugal,2012,80.5,2420.857,Out of Pocket Spending,716.17,29.58,620
Portugal,2013,80.8,2504.16,Out of Pocket Spending,721.043,28.79,620
Portugal,2014,81.2,2537.592,Out of Pocket Spending,744.396,29.33,620
Portugal,2015,81.2,2635.56,Out of Pocket Spending,778.412,29.53,620
Portugal,2016,81.2,2815.178,Out of Pocket Spending,828.556,29.43,620
Portugal,2017,81.5,2906.395,Out of Pocket Spending,862.861,29.69,620
Portugal,2018,81.4,3152.797,Out of Pocket Spending,943.233,29.92,620
Portugal,2019,81.8,3347.429,Out of Pocket Spending,1019.384,30.45,620
Portugal,2020,81.1,3308.319,Out of Pocket Spending,874.582,26.44,620
Russian Federation,2010,69.0,1205.122,Government Spending,739.693,61.38,643
Russian Federation,2011,69.8,1204.458,Government Spending,754.6,62.65,643
Russian Federation,2012,70.2,1338.101,Government Spending,852.47,63.71,643
Russian Federation,2013,70.7,1409.719,Government Spending,879.391,62.38,643
Russian Federation,2014,70.9,1478.856,Government Spending,913.734,61.79,643
Russian Federation,2015,71.3,1433.725,Government Spending,841.862,58.72,643
Russian Federation,2016,71.8,1406.271,Government Spending,800.872,56.95,643
Russian Federation,2017,72.6,1521.0,Government Spending,868.32,57.09,643
Russian Federation,2018,72.8,1713.947,Government Spending,1019.054,59.46,643
Russian Federation,2019,73.2,1850.261,Government Spending,1131.47,61.15,643
Russian Federation,2010,69.0,1205.122,Private Voluntary Spending,39.711,3.3,643
Russian Federation,2011,69.8,1204.458,Private Voluntary Spending,38.0,3.15,643
Russian Federation,2012,70.2,1338.101,Private Voluntary Spending,38.738,2.89,643
Russian Federation,2013,70.7,1409.719,Private Voluntary Spending,39.29,2.79,643
Russian Federation,2014,70.9,1478.856,Private Voluntary Spending,35.311,2.39,643
Russian Federation,2015,71.3,1433.725,Private Voluntary Spending,37.781,2.64,643
Russian Federation,2016,71.8,1406.271,Private Voluntary Spending,36.075,2.57,643
Russian Federation,2017,72.6,1521.0,Private Voluntary Spending,36.78,2.42,643
Russian Federation,2018,72.8,1713.947,Private Voluntary Spending,38.251,2.23,643
Russian Federation,2019,73.2,1850.261,Private Voluntary Spending,42.081,2.27,643
Russian Federation,2010,69.0,1205.122,Out of Pocket Spending,425.718,35.33,643
Russian Federation,2011,69.8,1204.458,Out of Pocket Spending,411.858,34.19,643
Russian Federation,2012,70.2,1338.101,Out of Pocket Spending,446.893,33.4,643
Russian Federation,2013,70.7,1409.719,Out of Pocket Spending,491.037,34.83,643
Russian Federation,2014,70.9,1478.856,Out of Pocket Spending,529.811,35.83,643
Russian Federation,2015,71.3,1433.725,Out of Pocket Spending,554.082,38.65,643
Russian Federation,2016,71.8,1406.271,Out of Pocket Spending,569.324,40.48,643
Russian Federation,2017,72.6,1521.0,Out of Pocket Spending,615.9,40.49,643
Russian Federation,2018,72.8,1713.947,Out of Pocket Spending,656.642,38.31,643
Russian Federation,2019,73.2,1850.261,Out of Pocket Spending,676.71,36.57,643
Slovakia,2010,75.6,2012.23,Government Spending,1446.947,71.91,703
Slovakia,2011,76.1,1974.763,Government Spending,1456.987,73.78,703
Slovakia,2012,76.2,2097.4,Government Spending,1513.68,72.17,703
Slovakia,2013,76.5,2153.699,Government Spending,1598.159,74.21,703
Slovakia,2014,76.9,2010.11,Government Spending,1612.656,80.23,703
Slovakia,2015,76.7,2059.133,Government Spending,1641.461,79.72,703
Slovakia,2016,77.3,2039.611,Government Spending,1639.039,80.36,703
Slovakia,2017,77.3,1974.467,Government Spending,1578.366,79.94,703
Slovakia,2018,77.4,2049.468,Government Spending,1642.317,80.13,703
Slovakia,2019,77.8,2189.052,Government Spending,1746.719,79.79,703
Slovakia,2020,77.0,2360.359,Government Spending,1937.456,82.08,703
Slovakia,2010,75.6,2012.23,Private Voluntary Spending,106.482,5.29,703
Slovakia,2011,76.1,1974.763,Private Voluntary Spending,52.293,2.65,703
Slovakia,2012,76.2,2097.4,Private Voluntary Spending,96.43,4.6,703
Slovakia,2013,76.5,2153.699,Private Voluntary Spending,53.262,2.47,703
Slovakia,2014,76.9,2010.11,Private Voluntary Spending,35.475,1.76,703
Slovakia,2015,76.7,2059.133,Private Voluntary Spending,37.894,1.84,703
Slovakia,2016,77.3,2039.611,Private Voluntary Spending,29.489,1.45,703
Slovakia,2017,77.3,1974.467,Private Voluntary Spending,26.631,1.35,703
Slovakia,2018,77.4,2049.468,Private Voluntary Spending,19.641,0.96,703
Slovakia,2019,77.8,2189.052,Private Voluntary Spending,22.925,1.05,703
Slovakia,2020,77.0,2360.359,Private Voluntary Spending,21.91799227,0.93,703
Slovakia,2010,75.6,2012.23,Out of Pocket Spending,458.801,22.8,703
Slovakia,2011,76.1,1974.763,Out of Pocket Spending,465.483,23.57,703
Slovakia,2012,76.2,2097.4,Out of Pocket Spending,487.291,23.23,703
Slovakia,2013,76.5,2153.699,Out of Pocket Spending,502.278,23.32,703
Slovakia,2014,76.9,2010.11,Out of Pocket Spending,361.979,18.01,703
Slovakia,2015,76.7,2059.133,Out of Pocket Spending,379.778,18.44,703
Slovakia,2016,77.3,2039.611,Out of Pocket Spending,371.083,18.19,703
Slovakia,2017,77.3,1974.467,Out of Pocket Spending,369.471,18.71,703
Slovakia,2018,77.4,2049.468,Out of Pocket Spending,387.51,18.91,703
Slovakia,2019,77.8,2189.052,Out of Pocket Spending,419.408,19.16,703
Slovakia,2020,77.0,2360.359,Out of Pocket Spending,400.9850077,16.99,703
Slovenia,2010,79.8,2320.576,Government Spending,1703.712,73.42,705
Slovenia,2011,80.1,2376.64,Government Spending,1744.968,73.42,705
Slovenia,2012,80.2,2431.002,Government Spending,1749.262,71.96,705
Slovenia,2013,80.4,2495.283,Government Spending,1781.012,71.38,705
Slovenia,2014,81.2,2499.108,Government Spending,1777.21,71.11,705
Slovenia,2015,80.9,2579.283,Government Spending,1852.092,71.81,705
Slovenia,2016,81.3,2738.224,Government Spending,1991.463,72.73,705
Slovenia,2017,81.1,2832.646,Government Spending,2045.078,72.2,705
Slovenia,2018,81.5,3060.734,Government Spending,2228.9,72.82,705
Slovenia,2019,81.6,3303.471,Government Spending,2404.424,72.78,705
Slovenia,2020,80.6,3629.96,Government Spending,2728.896,75.18,705
Slovenia,2010,79.8,2320.576,Private Voluntary Spending,323.539,13.94,705
Slovenia,2011,80.1,2376.64,Private Voluntary Spending,341.802,14.38,705
Slovenia,2012,80.2,2431.002,Private Voluntary Spending,378.837,15.58,705
Slovenia,2013,80.4,2495.283,Private Voluntary Spending,403.486,16.17,705
Slovenia,2014,81.2,2499.108,Private Voluntary Spending,397.427,15.9,705
Slovenia,2015,80.9,2579.283,Private Voluntary Spending,405.535,15.72,705
Slovenia,2016,81.3,2738.224,Private Voluntary Spending,418.693,15.29,705
Slovenia,2017,81.1,2832.646,Private Voluntary Spending,438.516,15.48,705
Slovenia,2018,81.5,3060.734,Private Voluntary Spending,465.11,15.2,705
Slovenia,2019,81.6,3303.471,Private Voluntary Spending,513.821,15.55,705
Slovenia,2020,80.6,3629.96,Private Voluntary Spending,517.107,14.25,705
Slovenia,2010,79.8,2320.576,Out of Pocket Spending,293.325,12.64,705
Slovenia,2011,80.1,2376.64,Out of Pocket Spending,289.87,12.2,705
Slovenia,2012,80.2,2431.002,Out of Pocket Spending,302.902,12.46,705
Slovenia,2013,80.4,2495.283,Out of Pocket Spending,310.784,12.45,705
Slovenia,2014,81.2,2499.108,Out of Pocket Spending,324.47,12.98,705
Slovenia,2015,80.9,2579.283,Out of Pocket Spending,321.656,12.47,705
Slovenia,2016,81.3,2738.224,Out of Pocket Spending,328.067,11.98,705
Slovenia,2017,81.1,2832.646,Out of Pocket Spending,349.051,12.32,705
Slovenia,2018,81.5,3060.734,Out of Pocket Spending,366.724,11.98,705
Slovenia,2019,81.6,3303.471,Out of Pocket Spending,385.226,11.66,705
Slovenia,2020,80.6,3629.96,Out of Pocket Spending,383.957,10.58,705
South Africa,2010,57.7,861.163,Government Spending,351.804,40.85,710
South Africa,2011,59.0,915.984,Government Spending,389.333,42.5,710
South Africa,2012,60.1,969.734,Government Spending,420.253,43.34,710
South Africa,2013,61.2,993.766,Government Spending,429.388,43.21,710
South Africa,2014,62.0,1024.529,Government Spending,440.271,42.97,710
South Africa,2015,62.7,1063.803,Government Spending,454.323,42.71,710
South Africa,2016,63.2,1056.591,Government Spending,453.446,42.92,710
South Africa,2017,63.6,1072.354,Government Spending,458.801,42.78,710
South Africa,2018,63.9,1103.532,Government Spending,475.648,43.1,710
South Africa,2010,57.7,861.163,Private Voluntary Spending,436.105,50.64,710
